ウテロン錠５ｍｇ,2590004F1010
フラビタン錠１０ｍｇ,3131001F2154
フラビタン錠５ｍｇ,3131001F1158
リン酸ピリドキサール錠３０（小林化工）　３０ｍｇ,3134003F3267
ピリドキシン塩酸塩,3134001X1015
葉酸錠　５ｍｇ,3135001F1017
ＦＡＤ錠「１５」タツミ　１５ｍｇ,3131001F3096
パンテチン錠シオエ１００　１００ｍｇ,3133001F3074
パントシン錠２００　２００ｍｇ,3133001F4020
レチコラン錠２５０μｇ　０．２５ｍｇ,3136004F1077
レチコラン錠５００μｇ　０．５ｍｇ,3136004F2162
メコバラミン錠５００（ツルハラ）　０．５ｍｇ,3136004F2103
メコバラミン錠５００「トーワ」　０．５ｍｇ,3136004F2081
強力ビスラーゼ末１％,3131003B4049
フォリアミン錠　５ｍｇ,3135001F1017
メチコバール錠２５０μｇ　０．２５ｍｇ,3136004F1050
メチコバール錠５００μｇ　０．５ｍｇ,3136004F2138
アスコルビン酸,3140001X1012
アスコルビン酸散　１０％,3140001B2011
アスコルビン酸散　２０％,3140001B3018
アスコルビン酸「ヨシダ」,3140001X1101
ビタミンＣ散「フソー」－５０ｍｇ　５％,3140001B1066
ビタミンＣ散「フソー」－１００ｍｇ　１０％,3140001B2011
ケーワンカプセル１０ｍｇ,3160001M1027
ケーワンカプセル２０ｍｇ,3160001M2023
ビタミンＫ１錠５　５ｍｇ,3160001F1117
ケイツーカプセル５ｍｇ,3160002M1021
調剤用パンビタン末,3179121A1028
アスパラ－ＣＡ錠２００,3214001F1020
グルコン酸カルシウム水和物,3213001X1010
リン酸水素カルシウム水和物,3219001X1014
塩化カルシウム水和物,3215001X1015
乳酸カルシウム水和物,3211001X1016
カルチコール末,3213001X1045
乳酸カルシウム「ホエイ」,3211001X1121
ヨウレチン錠「１００」　１００μｇ,3221004F2025
ヨウレチン錠「５０」　５０μｇ,3221004F1029
ヨウ化カリウム,3221001X1012
フェロミア錠５０ｍｇ　鉄５０ｍｇ,3222013F1025
ヨウ化カリウム「ホエイ」,3221001X1012
ブドウ糖,3231001X1019
果糖,3232001X1016
ブドウ糖「ニッコー」,3231001X1167
エンシュア・リキッド,3259109S1025
ブドウ酒,3291001X1017
Ｓ・アドクノン錠３０　３０ｍｇ,3321003F2042
ゼラチン,3322001X1015
タジン錠３０　３０ｍｇ,3321002F2269
トランサミン錠５００ｍｇ,3327002F2041
ラノビ錠３０　３０ｍｇ,3321002F2358
精製ゼラチン,3322002X1010
ワルファリンカリウム錠　１ｍｇ,3332001F1016
ワルファリンカリウム錠　５ｍｇ,3332001F2012
ワーファリン錠１ｍｇ,3332001F1016
ワーファリン錠５ｍｇ,3332001F2012
エパデールカプセル３００　３００ｍｇ,3399004M1026
パナルジン細粒１０％,3399001C1027
ドルナー錠２０μｇ,3399005F1021
プロサイリン錠２０　２０μｇ,3399005F1030
アンプラーグ錠５０ｍｇ,3399006F1026
アンプラーグ錠１００ｍｇ,3399006F2022
チオラ錠１００　１００ｍｇ,3919003F2020
ハイチオール錠８０　８０ｍｇ,3999006F2033
タチオン錠１００ｍｇ,3922001F2248
タチオン錠５０ｍｇ,3922001F1098
ロイコボリン錠５ｍｇ,3929004F1025
プロベネシド錠　２５０ｍｇ,3942001F1015
ナーカリシン錠２５ｍｇ,3949002F1029
オイグルコン錠１．２５ｍｇ,3961003F1028
オイグルコン錠２．５ｍｇ,3961003F2024
クロルプロパミド錠　２５０ｍｇ,3961004F2010
ジメリン錠２５０ｍｇ,3961001F1029
トルブタミド,3961006X1019
トルブタミド錠　２５０ｍｇ,3961006F1013
トルブタミド錠　５００ｍｇ,3961006F2010
パミルコン錠１．２５ｍｇ,3961003F1044
パミルコン錠２．５ｍｇ,3961003F2040
グルコバイ錠５０ｍｇ,3969003F1026
グルコバイ錠１００ｍｇ,3969003F2022
アデホスコーワ腸溶錠２０　２０ｍｇ,3992001F1084
アデホスコーワ腸溶錠６０　６０ｍｇ,3992001F3028
トリノシン腸溶錠２０ｍｇ,3992001F1319
トリノシン腸溶錠６０ｍｇ,3992001F3036
ブレディニン錠２５　２５ｍｇ,3999002F1020
ブレディニン錠５０　５０ｍｇ,3999002F2027
チガソンカプセル１０　１０ｍｇ,3119001M1020
チガソンカプセル２５　２５ｍｇ,3119001M2027
アザチオプリン錠　５０ｍｇ,3999005F1016
ダイドロネル錠２００　２００ｍｇ,3999010F1025
サンディミュンカプセル２５ｍｇ,3999004M1029
サンディミュンカプセル５０ｍｇ,3999004M2025
ビオプテン顆粒２．５％　０．４ｇ,3999012D1023
プログラフカプセル１ｍｇ,3999014M1022
５－ＦＵ錠１００協和　１００ｍｇ,4223003F2038
５－ＦＵ錠５０協和　５０ｍｇ,4223003F1031
メソトレキセート錠２．５ｍｇ,4222001F1027
フルツロンカプセル１００　１００ｍｇ,4223004M1027
フルツロンカプセル２００　２００ｍｇ,4223004M2023
ハイドレアカプセル５００ｍｇ,4229001M1027
スタラシドカプセル５０　５０ｍｇ,4224001M1020
スタラシドカプセル１００　１００ｍｇ,4224001M2027
ヨードカプセル－１２３　３．７ＭＢｑ,4300002M1029
ヨウ化ナトリウム（１３１Ｉ）カプセル　１，８５０ＭＢｑ,4300003M9016
ヨウ化ナトリウム（１３１Ｉ）カプセル　３．７ＭＢｑ,4300003M3018
ヨウ化ナトリウム（１３１Ｉ）カプセル　３７ＭＢｑ,4300003M5010
ヨウ化ナトリウム（１３１Ｉ）カプセル　１１１ＭＢｑ,4300003M6017
ヨウ化ナトリウム（１３１Ｉ）カプセル　１８５ＭＢｑ,4300003M7013
ヨウ化ナトリウム（１３１Ｉ）カプセル　１，１１０ＭＢｑ,4300003M8010
ラジオカップ３．７ＭＢｑ,4300003M3018
ヨウ化ナトリウムカプセル－１号　３７ＭＢｑ,4300003M5010
ヨウ化ナトリウムカプセル－３号　１１１ＭＢｑ,4300003M6017
ヨウ化ナトリウムカプセル－５号　１８５ＭＢｑ,4300003M7013
ヨウ化ナトリウムカプセル－５０号　１，８５０ＭＢｑ,4300003M9016
マレイン酸クロルフェニラミン散１％「ホエイ」,4419003B1011
アレギサール錠１０ｍｇ,4490011F1021
ペミラストン錠１０ｍｇ,4490011F1030
ドメナン錠１００ｍｇ,4490012F1026
ドメナン錠２００ｍｇ,4490012F2022
ベガ錠１００ｍｇ,4490012F1034
ベガ錠２００ｍｇ,4490012F2030
レミカットカプセル１ｍｇ,4490013M1038
レミカットカプセル２ｍｇ,4490013M2034
アレジオン錠１０　１０ｍｇ,4490014F1025
アレジオン錠２０　２０ｍｇ,4490014F2021
アキョウ,5100001X1016
アコニンサン錠　１６６．６７ｍｇ,5900001F1022
アセンヤク末,5100002A1018
アマチャ,5100003X1015
アマチャ末,5100003A1012
アロエ末,5100004A1017
アンソッコウ,5100005X1014
イレイセン,5100006X1019
インチンコウ,5100007X1013
ウイキョウ,5100008X1018
ウコン,5100009X1012
ウチダの八味丸Ｍ,5200120L1029
ウバイ,5100011X1010
ウヤク,5100012X1014
ウワウルシ,5100013X1019
エイジツ,5100014X1013
エイジツ末,5100014A1010
エンゴサク,5100015X1018
エンメイソウ,5100016X1012
オースギ四苓湯細粒（調剤用）,5200079C1020
オウギ,5100017X1017
オウギ末,5100018A1019
オウゴン,5100019X1016
オウゴン末,5100019A1013
オウバク,5100020X1019
オウバク末,5100020A1016
オウヒ,5100021X1013
オウレン,5100022X1018
オウレン末,5100022A1015
オンジ,5100023X1012
オンジ末,5100023A1010
カイカ,5100024X1017
カゴソウ,5100026X1016
カシ,5100027X1010
カシュウ,5100028X1015
カッコウ,5100031X1017
カッコン,5100032X1011
カッセキ,5100033X1016
カノコソウ,5100034X1010
カノコソウ末,5100034A1018
カマラ,5100035X1015
カロコン,5100036X1010
カロニン,5100037X1014
カンゾウ,5100039X1013
カンゾウ末,5100039A1010
カンタリス,5100040X1016
カンテン末,5100041A1018
ガイヨウ,5100025X1011
ガジュツ,5100029X1010
ガジュツ末,5100030A1010
キキョウ,5100042X1015
キキョウ末,5100042A1012
キクカ,5100043X1010
キササゲ,5100044X1014
キジツ,5100045X1019
キッピ,5100046X1013
キョウカツ,5100048X1012
キョウニン,5100049X1017
キンギンカ,5100050X1010
クコシ,5100052X1019
クコヨウ,5100053X1013
クジン,5100054X1018
クジン末,5100054A1015
グアヤク脂,5100051X1014
ケイガイ,5100055X1012
ケイヒ,5100056X1017
ケイヒ末,5100056A1014
ケツメイシ,5100057X1011
ケンゴシ,5100058X1016
ゲンジン,5100059X1010
ゲンチアナ,5100060X1013
ゲンチアナ末,5100060A1010
ゲンノショウコ,5100061X1018
ゲンノショウコ末,5100061A1015
コウカ,5100062X1012
コウジン,5100063X1017
コウブシ,5100065X1016
コウブシ末,5100065A1013
コウベイ,5100066X1010
コウホン,5100068X1010
コウボク,5100067X1015
コウボク末,5100067A1012
コロンボ,5100073X1010
コロンボ末,5100073A1018
コンズランゴ,5100074X1015
ゴシツ,5100069X1014
ゴシュユ,5100070X1017
ゴボウシ,5100071X1011
ゴミシ,5100072X1016
サイコ,5100075X1010
サイシン,5100076X1014
サフラン,5100078X1013
サンキライ,5100079X1018
サンキライ末,5100079A1015
サンザシ,5100080X1010
サンシシ,5100081X1015
サンシシ末,5100081A1012
サンシュユ,5100082X1010
サンショウ,5100083X1014
サンショウ末,5100083A1011
サンズコン,5100084X1019
サンソウニン,5100085X1013
サンヤク,5100086X1018
ザクロヒ,5100077X1019
シオン,5100088X1017
シコン,5100090X1014
シソシ,5100091X1019
シツリシ,5100092X1013
シテイ,5100093X1018
シャクヤク,5100094X1012
シャクヤク末,5100094A1010
シャジン,5100096X1011
シャゼンシ,5100097X1016
シャゼンソウ,5100098X1010
シュクシャ,5100101X1014
シュクシャ末,5100101A1011
ショウキョウ,5100102X1019
ショウキョウ末,5100102A1016
ショウズク,5100103X1013
ショウズク末,5100104A1015
ショウバク,5100105X1012
ショウマ,5100106X1017
シンイ,5100107X1011
ジオウ,5100087X1012
ジコッピ,5100089X1011
ジャショウシ,5100095X1017
ジュウヤク,5100100X1010
セキショウシ,5100108X1016
セッコウ,5100109X1010
セネガ,5100110X1013
セネガ末,5100110A1010
センキュウ,5100111X1018
センキュウ末,5100111A1015
センコツ,5100113X1017
センナ,5100115X1016
センナ末,5100115A1013
センブリ,5100116X1010
センブリ末,5100116A1018
ゼンコ,5100112X1012
ソウジュツ,5100117X1015
ソウジュツ末,5100117A1012
ソウハクヒ,5100118X1010
ソボク,5100119X1014
ソヨウ,5100120X1017
タイソウ,5100122X1016
タクシャ,5100124X1015
タクシャ末,5100124A1012
ダイオウ,5100121X1011
ダイオウ末,5100121A1019
ダイフクヒ,5100123X1010
チクジョ,5100125X1010
チクセツニンジン,5100126X1014
チクセツニンジン末,5100126A1011
チモ,5100127X1019
チョウジ,5100128X1013
チョウジ末,5100128A1010
チョウトウコウ,5100129X1018
チョレイ,5100130X1010
チンピ,5100131X1015
テンナンショウ,5100132X1010
テンマ,5100133X1014
テンモンドウ,5100134X1019
トウガシ,5100135X1013
トウガラシ,5100136X1018
トウガラシ末,5100136A1015
トウキ,5100137X1012
トウキ末,5100137A1010
トウドクカツ,5100138X1017
トウニン,5100139X1011
トウヒ,5100140X1014
トウヒ末,5100140A1011
トコン,5100142X1013
トコン末,5100142A1010
トラガント,5100144X1012
トラガント末,5100144A1010
ドクカツ,5100141X1019
ナンテンジツ,5100145X1017
ニガキ,5100146X1011
ニガキ末,5100146A1019
ニクズク,5100147X1016
ニンジン,5100148X1010
ニンドウ,5100149X1015
ハッカ,5100152X1017
ハマボウフウ,5100153X1011
ハンゲ,5100154X1016
バイモ,5100150X1018
バクモンドウ,5100151X1012
ヒシノミ,5100155X1010
ビャクゴウ,5100156X1015
ビャクシ,5100157X1010
ビャクジュツ,5100158X1014
ビャクジュツ末,5100158A1011
ビワヨウ,5100159X1019
ビンロウジ,5100160X1011
ビンロウジ末,5100160A1019
ブクリョウ,5100161X1016
ブクリョウ末,5100161A1013
ボウイ,5100163X1015
ボウコン,5100164X1010
ボクソク,5100167X1013
ボタンピ,5100168X1018
ボタンピ末,5100168A1015
ボレイ,5100169X1012
マオウ,5100170X1015
マシニン,5100171X1010
マンケイシ,5100172X1014
モクツウ,5100173X1019
モッカ,5100174X1013
モッコウ,5100175X1018
モッコウ末,5100176A1010
ヤクチ,5100177X1017
ヤクモソウ,5100178X1011
ヨウバイヒ,5100179X1016
ヨウバイヒ末,5100179A1013
ヨクイニン,5100180X1019
ヨクイニンエキス散「コタロー」,5900003B1020
ヨクイニンエキス錠「コタロー」,5900003F1021
ヨクイニン末,5100180A1016
リュウガンニク,5100181X1013
リュウコツ,5100182X1018
リュウタン,5100183X1012
リュウタン末,5100183A1010
リョウキョウ,5100184X1017
レンギョウ,5100185X1011
レンニク,5100186X1016
ロートコン,5100187X1010
ワキョウカツ,5100188X1015
ワコウホン,5100189X1010
カンキョウ,5100038X1019
小太郎漢方の炮附子末,5900002A1020
ドベッコウ,5100143X1018
本草五苓散顆粒－Ｒ,5200048A1023
オースギ安中散料エキスＧ,5200001D1031
オースギ安中散料エキスＴ錠,5200001F1024
オースギ温清飲エキスＧ,5200006D1026
オースギ黄連解毒湯エキスＴ錠,5200011F1028
オースギ黄連解毒湯エキスＧ,5200011D1035
オースギ葛根湯エキスＧ,5200013D1026
オースギ葛根湯加川きゅう辛夷エキスＧ,5200015D1025
オースギ加味帰脾湯エキスＧ,5200016D1020
オースギ加味逍遙散エキスＧ,5200017D1024
オースギ荊芥連翹湯エキスＧ,5200027D1028
オースギ桂枝加芍薬湯エキスＧ,5200032D1029
オースギ桂枝加竜骨牡蛎湯エキスＧ,5200035D1022
オースギ桂枝加苓朮附湯エキスＧ,5200036D1027
オースギ桂枝湯エキスＧ,5200028D1022
オースギ桂枝茯苓丸料エキスＧ,5200038D1026
オースギ五虎湯エキス錠,5200044F1022
オースギ柴胡桂枝湯エキスＧ,5200051D1021
オースギ四君子湯エキス錠,5200062F1020
オースギ十全大補湯エキスＧ,5200069D1021
オースギ小建中湯エキスＧ,5200072D1023
オースギ小柴胡湯エキスＧ,5200073D1028
オースギ小柴胡湯エキスＴ錠,5200073F1029
オースギ小青竜湯エキスＧ,5200075D1027
オースギ辛夷清肺湯エキスＧ,5200080D1028
オースギ神秘湯エキスＧ,5200082D1027
オースギ清上防風湯エキスＧ,5200084D1026
オースギ川きゅう茶調散料エキスＴＧ,5200088D1024
オースギ疎経活血湯エキスＧ,5200089D1029
オースギ大黄甘草湯エキスＴ錠,5200090F1022
オースギ大柴胡湯エキスＴ錠,5200093F1026
オースギ当帰四逆加呉茱萸生姜湯エキスＧ,5200110D1020
オースギ人参湯エキスＧ,5200116D1028
オースギ人参養栄湯エキスＧ,5200117D1022
オースギ八味地黄丸料エキスＧ,5200121D1029
オースギ八味地黄丸料エキスＴ錠,5200121F1020
オースギ半夏厚朴湯エキスＧ,5200122D1023
オースギ半夏厚朴湯エキスＴ錠,5200122F1024
オースギ半夏瀉心湯エキスＧ,5200123D1028
オースギ平胃散料エキスＧ,5200128D1020
オースギ防已黄耆湯エキスＧ,5200129D1025
